source_id,symbol_in_source,hgnc_id_in_source,evidence,phenotype,extra,hgnc_id,resolved_by
genes4epilepsy,AIMP1,HGNC:10648,,DEE,"{""inheritance"": ""AR"", ""omim"": ""603605""}",HGNC:10648,id
genes4epilepsy,AKT1,HGNC:391,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""164730""}",HGNC:391,id
genes4epilepsy,AKT3,HGNC:393,,MCD,"{""inheritance"": ""AD"", ""omim"": ""611223""}",HGNC:393,id
genes4epilepsy,ALDH3A2,HGNC:403,,DEE,"{""inheritance"": ""AR"", ""omim"": ""609523""}",HGNC:403,id
genes4epilepsy,ALDH5A1,HGNC:408,,DEE,"{""inheritance"": ""AR"", ""omim"": ""610045""}",HGNC:408,id
genes4epilepsy,ALDH7A1,HGNC:877,,DEE,"{""inheritance"": ""AR"", ""omim"": ""107323""}",HGNC:877,id
genes4epilepsy,ALG1,HGNC:18294,,DEE,"{""inheritance"": ""AR"", ""omim"": ""605907""}",HGNC:18294,id
genes4epilepsy,ALG11,HGNC:32456,,DEE,"{""inheritance"": ""AR"", ""omim"": ""613666""}",HGNC:32456,id
genes4epilepsy,ALG12,HGNC:19358,,DEE,"{""inheritance"": ""AR"", ""omim"": ""607144""}",HGNC:19358,id
genes4epilepsy,ALG13,HGNC:30881,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300776""}",HGNC:30881,id
genes4epilepsy,ALG14,HGNC:28287,,DEE,"{""inheritance"": ""AR"", ""omim"": ""612866""}",HGNC:28287,id
genes4epilepsy,ALG2,HGNC:23159,,DEE,"{""inheritance"": ""AR"", ""omim"": ""607905""}",HGNC:23159,id
genes4epilepsy,ALG3,HGNC:23056,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608750""}",HGNC:23056,id
genes4epilepsy,ALG6,HGNC:23157,,DEE,"{""inheritance"": ""AR"", ""omim"": ""604566""}",HGNC:23157,id
genes4epilepsy,ALG8,HGNC:23161,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608103""}",HGNC:23161,id
genes4epilepsy,ALG9,HGNC:15672,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606941""}",HGNC:15672,id
genes4epilepsy,ALKBH8,HGNC:25189,,DEE,"{""inheritance"": ""AR"", ""omim"": ""613306""}",HGNC:25189,id
genes4epilepsy,ALPL,HGNC:438,,DEE,"{""inheritance"": ""AR"", ""omim"": ""171760""}",HGNC:438,id
genes4epilepsy,AMACR,HGNC:451,,DEE,"{""inheritance"": ""AR"", ""omim"": ""604489""}",HGNC:451,id
genes4epilepsy,AMPD2,HGNC:469,,DEE,"{""inheritance"": ""AR"", ""omim"": ""102771""}",HGNC:469,id
genes4epilepsy,AMT,HGNC:473,,DEE,"{""inheritance"": ""AR"", ""omim"": ""238310""}",HGNC:473,id
genes4epilepsy,ANK2,HGNC:493,,"Focal, DEE","{""inheritance"": ""AD"", ""omim"": ""106410""}",HGNC:493,id
genes4epilepsy,ANK3,HGNC:494,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""600465""}",HGNC:494,id
genes4epilepsy,ANKH,HGNC:15492,,Focal,"{""inheritance"": ""AD"", ""omim"": ""605145""}",HGNC:15492,id
genes4epilepsy,ANKRD11,HGNC:21316,,DEE,"{""inheritance"": ""AD"", ""omim"": ""611192""}",HGNC:21316,id
genes4epilepsy,ANKRD17,HGNC:23575,,DEE,"{""inheritance"": ""AD"", ""omim"": ""615929""}",HGNC:23575,id
genes4epilepsy,ANO4,HGNC:23837,,"GGE, Focal, DEE","{""inheritance"": ""AD"", ""omim"": ""610111""}",HGNC:23837,id
genes4epilepsy,AP1G1,HGNC:555,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""603533""}",HGNC:555,id
genes4epilepsy,AP2M1,HGNC:564,,DEE,"{""inheritance"": ""AD"", ""omim"": ""601024""}",HGNC:564,id
genes4epilepsy,AP3B2,HGNC:567,,DEE,"{""inheritance"": ""AR"", ""omim"": ""602166""}",HGNC:567,id
genes4epilepsy,AP3D1,HGNC:568,,DEE,"{""inheritance"": ""AR"", ""omim"": ""607246""}",HGNC:568,id
genes4epilepsy,AP4B1,HGNC:572,,MCD,"{""inheritance"": ""AR"", ""omim"": ""607245""}",HGNC:572,id
genes4epilepsy,AP4M1,HGNC:574,,DEE,"{""inheritance"": ""AR"", ""omim"": ""602296""}",HGNC:574,id
genes4epilepsy,APC2,HGNC:24036,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""612034""}",HGNC:24036,id
genes4epilepsy,ARF1,HGNC:652,,MCD,"{""inheritance"": ""AD"", ""omim"": ""103180""}",HGNC:652,id
genes4epilepsy,ARF3,HGNC:654,,DEE,"{""inheritance"": ""AD"", ""omim"": ""103190""}",HGNC:654,id
genes4epilepsy,ARFGEF1,HGNC:15772,,DEE,"{""inheritance"": ""AD"", ""omim"": ""604141""}",HGNC:15772,id
genes4epilepsy,ARFGEF2,HGNC:15853,,MCD,"{""inheritance"": ""AR"", ""omim"": ""605371""}",HGNC:15853,id
genes4epilepsy,ARG1,HGNC:663,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608313""}",HGNC:663,id
genes4epilepsy,ARHGAP4,HGNC:674,,Focal,"{""inheritance"": ""XL"", ""omim"": ""300023""}",HGNC:674,id
genes4epilepsy,ARHGEF9,HGNC:14561,,"Focal, DEE","{""inheritance"": ""XL"", ""omim"": ""300429""}",HGNC:14561,id
genes4epilepsy,ARID1A,HGNC:11110,,DEE,"{""inheritance"": ""AD"", ""omim"": ""603024""}",HGNC:11110,id
genes4epilepsy,ARID1B,HGNC:18040,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""614556""}",HGNC:18040,id
genes4epilepsy,ARSA,HGNC:713,,DEE,"{""inheritance"": ""AR"", ""omim"": ""607574""}",HGNC:713,id
genes4epilepsy,ARV1,HGNC:29561,,DEE,"{""inheritance"": ""AR"", ""omim"": ""611647""}",HGNC:29561,id
genes4epilepsy,ARX,HGNC:18060,,"DEE, MCD","{""inheritance"": ""XL"", ""omim"": ""300382""}",HGNC:18060,id
genes4epilepsy,ASAH1,HGNC:735,,PME,"{""inheritance"": ""AR"", ""omim"": ""613468""}",HGNC:735,id
genes4epilepsy,ASH1L,HGNC:19088,,DEE,"{""inheritance"": ""AD"", ""omim"": ""607999""}",HGNC:19088,id
genes4epilepsy,ASNS,HGNC:753,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""108370""}",HGNC:753,id
genes4epilepsy,ASPA,HGNC:756,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608034""}",HGNC:756,id
genes4epilepsy,ASPM,HGNC:19048,,MCD,"{""inheritance"": ""AR"", ""omim"": ""605481""}",HGNC:19048,id
genes4epilepsy,ASTN1,HGNC:773,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""600904""}",HGNC:773,id
genes4epilepsy,ASXL2,HGNC:23805,,DEE,"{""inheritance"": ""AD"", ""omim"": ""612991""}",HGNC:23805,id
genes4epilepsy,ASXL3,HGNC:29357,,DEE,"{""inheritance"": ""AD"", ""omim"": ""615115""}",HGNC:29357,id
genes4epilepsy,ATAD1,HGNC:25903,,DEE,"{""inheritance"": ""AR"", ""omim"": ""614452""}",HGNC:25903,id
genes4epilepsy,ATN1,HGNC:3033,,"DEE, PME","{""inheritance"": ""AD"", ""omim"": ""607462""}",HGNC:3033,id
genes4epilepsy,ATP13A2,HGNC:30213,,PME,"{""inheritance"": ""AR"", ""omim"": ""610513""}",HGNC:30213,id
genes4epilepsy,ATP1A1,HGNC:799,,DEE,"{""inheritance"": ""AD"", ""omim"": ""182310""}",HGNC:799,id
genes4epilepsy,ATP1A2,HGNC:800,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""182340""}",HGNC:800,id
genes4epilepsy,ATP1A3,HGNC:801,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""182350""}",HGNC:801,id
genes4epilepsy,ATP2B1,HGNC:814,,DEE,"{""inheritance"": ""AD"", ""omim"": ""108731""}",HGNC:814,id
genes4epilepsy,ATP2B2,HGNC:815,,DEE,"{""inheritance"": ""AD"", ""omim"": ""108733""}",HGNC:815,id
genes4epilepsy,ATP5F1A,HGNC:823,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""164360""}",HGNC:823,id
genes4epilepsy,ATP5F1E,HGNC:838,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606153""}",HGNC:838,id
genes4epilepsy,ATP5MC3,HGNC:843,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602736""}",HGNC:843,id
genes4epilepsy,ATP5PO,HGNC:850,,DEE,"{""inheritance"": ""AR"", ""omim"": ""600828""}",HGNC:850,id
genes4epilepsy,ATP6AP2,HGNC:18305,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300556""}",HGNC:18305,id
genes4epilepsy,ATP6V0A1,HGNC:865,,"DEE, PME","{""inheritance"": ""AD/AR"", ""omim"": ""192130""}",HGNC:865,id
genes4epilepsy,ATP6V0A2,HGNC:18481,,DEE,"{""inheritance"": ""AR"", ""omim"": ""611716""}",HGNC:18481,id
genes4epilepsy,ATP6V0C,HGNC:855,,"GGE, DEE","{""inheritance"": ""AD"", ""omim"": ""108745""}",HGNC:855,id
genes4epilepsy,ATP6V1A,HGNC:851,,DEE,"{""inheritance"": ""AD"", ""omim"": ""607027""}",HGNC:851,id
genes4epilepsy,ATP6V1B2,HGNC:854,,DEE,"{""inheritance"": ""AD"", ""omim"": ""606939""}",HGNC:854,id
genes4epilepsy,ATP7A,HGNC:869,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300011""}",HGNC:869,id
genes4epilepsy,ATRX,HGNC:886,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300032""}",HGNC:886,id
genes4epilepsy,AUTS2,HGNC:14262,,DEE,"{""inheritance"": ""AD"", ""omim"": ""607270""}",HGNC:14262,id
genes4epilepsy,B3GALNT2,HGNC:28596,,DEE,"{""inheritance"": ""AR"", ""omim"": ""610194""}",HGNC:28596,id
genes4epilepsy,B4GAT1,HGNC:15685,,MCD,"{""inheritance"": ""AR"", ""omim"": ""605517""}",HGNC:15685,id
genes4epilepsy,BAIAP2,HGNC:947,,"Focal, DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""605475""}",HGNC:947,id
genes4epilepsy,BAP1,HGNC:950,,DEE,"{""inheritance"": ""AD"", ""omim"": ""603089""}",HGNC:950,id
genes4epilepsy,BAZ2B,HGNC:963,,DEE,"{""inheritance"": ""AD"", ""omim"": ""605683""}",HGNC:963,id
genes4epilepsy,BCAS3,HGNC:14347,,DEE,"{""inheritance"": ""AR"", ""omim"": ""607470""}",HGNC:14347,id
genes4epilepsy,BCKDHA,HGNC:986,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608348""}",HGNC:986,id
genes4epilepsy,BCKDHB,HGNC:987,,DEE,"{""inheritance"": ""AR"", ""omim"": ""248611""}",HGNC:987,id
genes4epilepsy,BCKDK,HGNC:16902,,DEE,"{""inheritance"": ""AR"", ""omim"": ""614901""}",HGNC:16902,id
genes4epilepsy,BCL11A,HGNC:13221,,DEE,"{""inheritance"": ""AD"", ""omim"": ""606557""}",HGNC:13221,id
genes4epilepsy,BCS1L,HGNC:1020,,DEE,"{""inheritance"": ""AR"", ""omim"": ""603647""}",HGNC:1020,id
genes4epilepsy,BICD2,HGNC:17208,,"DEE, MCD","{""inheritance"": ""AD/AR"", ""omim"": ""609797""}",HGNC:17208,id
genes4epilepsy,BLTP1,HGNC:26953,,MCD,"{""inheritance"": ""AR"", ""omim"": ""611565""}",HGNC:26953,id
genes4epilepsy,BMAL1,HGNC:701,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602550""}",HGNC:701,id
genes4epilepsy,BOLA3,HGNC:24415,,DEE,"{""inheritance"": ""AR"", ""omim"": ""613183""}",HGNC:24415,id
genes4epilepsy,BORCS5,HGNC:17950,,DEE,"{""inheritance"": ""AR"", ""omim"": ""616598""}",HGNC:17950,id
genes4epilepsy,BPTF,HGNC:3581,,DEE,"{""inheritance"": ""AD"", ""omim"": ""601819""}",HGNC:3581,id
genes4epilepsy,BRAF,HGNC:1097,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""164757""}",HGNC:1097,id
genes4epilepsy,BRAT1,HGNC:21701,,DEE,"{""inheritance"": ""AR"", ""omim"": ""614506""}",HGNC:21701,id
genes4epilepsy,BSCL2,HGNC:15832,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606158""}",HGNC:15832,id
genes4epilepsy,BSN,HGNC:1117,,"GGE, Focal, DEE","{""inheritance"": ""AD/AR"", ""omim"": ""604020""}",HGNC:1117,id
genes4epilepsy,BTD,HGNC:1122,,DEE,"{""inheritance"": ""AR"", ""omim"": ""609019""}",HGNC:1122,id
genes4epilepsy,C12orf57,HGNC:29521,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""615140""}",HGNC:29521,id
genes4epilepsy,C19orf12,HGNC:25443,,DEE,"{""inheritance"": ""AR"", ""omim"": ""614297""}",HGNC:25443,id
genes4epilepsy,C2orf69,HGNC:26799,,DEE,"{""inheritance"": ""AR"", ""omim"": ""619219""}",HGNC:26799,id
genes4epilepsy,CACNA1A,HGNC:1388,,"GGE, DEE, PME","{""inheritance"": ""AD/AR"", ""omim"": ""601011""}",HGNC:1388,id
genes4epilepsy,CACNA1B,HGNC:1389,,"DEE, PME","{""inheritance"": ""AR"", ""omim"": ""601012""}",HGNC:1389,id
genes4epilepsy,CACNA1C,HGNC:1390,,DEE,"{""inheritance"": ""AD"", ""omim"": ""114205""}",HGNC:1390,id
genes4epilepsy,CACNA1D,HGNC:1391,,DEE,"{""inheritance"": ""AD"", ""omim"": ""114206""}",HGNC:1391,id
genes4epilepsy,CACNA1E,HGNC:1392,,DEE,"{""inheritance"": ""AD"", ""omim"": ""601013""}",HGNC:1392,id
genes4epilepsy,CACNA1G,HGNC:1394,,DEE,"{""inheritance"": ""AD"", ""omim"": ""604065""}",HGNC:1394,id
genes4epilepsy,CACNA1I,HGNC:1396,,DEE,"{""inheritance"": ""AD"", ""omim"": ""608230""}",HGNC:1396,id
genes4epilepsy,CACNA2D1,HGNC:1399,,DEE,"{""inheritance"": ""AR"", ""omim"": ""114204""}",HGNC:1399,id
genes4epilepsy,CACNA2D2,HGNC:1400,,"DEE, PME","{""inheritance"": ""AR"", ""omim"": ""607082""}",HGNC:1400,id
genes4epilepsy,CAD,HGNC:1424,,DEE,"{""inheritance"": ""AR"", ""omim"": ""114010""}",HGNC:1424,id
genes4epilepsy,CAMK2A,HGNC:1460,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""114078""}",HGNC:1460,id
genes4epilepsy,CAMK2B,HGNC:1461,,DEE,"{""inheritance"": ""AD"", ""omim"": ""607707""}",HGNC:1461,id
genes4epilepsy,CAMSAP1,HGNC:19946,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""613774""}",HGNC:19946,id
genes4epilepsy,CAMTA1,HGNC:18806,,PME,"{""inheritance"": ""AD"", ""omim"": ""611501""}",HGNC:18806,id
genes4epilepsy,CAPRIN1,HGNC:6743,,DEE,"{""inheritance"": ""AD"", ""omim"": ""601178""}",HGNC:6743,id
genes4epilepsy,CAPZA2,HGNC:1490,,DEE,"{""inheritance"": ""AD"", ""omim"": ""601571""}",HGNC:1490,id
genes4epilepsy,CARS2,HGNC:25695,,"DEE, PME","{""inheritance"": ""AR"", ""omim"": ""612800""}",HGNC:25695,id
genes4epilepsy,CASK,HGNC:1497,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300172""}",HGNC:1497,id
genes4epilepsy,CASP2,HGNC:1503,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""600639""}",HGNC:1503,id
genes4epilepsy,CC2D2A,HGNC:29253,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""612013""}",HGNC:29253,id
genes4epilepsy,CCDC186,HGNC:24349,,DEE,"{""inheritance"": ""AR"", ""omim"": ""619249""}",HGNC:24349,id
genes4epilepsy,CCDC22,HGNC:28909,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300859""}",HGNC:28909,id
genes4epilepsy,CCDC88A,HGNC:25523,,DEE,"{""inheritance"": ""AR"", ""omim"": ""609736""}",HGNC:25523,id
genes4epilepsy,CCDC88C,HGNC:19967,,DEE,"{""inheritance"": ""AR"", ""omim"": ""611204""}",HGNC:19967,id
genes4epilepsy,CCM2,HGNC:21708,,MCD,"{""inheritance"": ""AD"", ""omim"": ""607929""}",HGNC:21708,id
genes4epilepsy,CCND2,HGNC:1583,,MCD,"{""inheritance"": ""AD"", ""omim"": ""123833""}",HGNC:1583,id
genes4epilepsy,CCT3,HGNC:1616,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""600114""}",HGNC:1616,id
genes4epilepsy,CCT6A,HGNC:1620,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""104613""}",HGNC:1620,id
genes4epilepsy,CCT8,HGNC:1623,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""617786""}",HGNC:1623,id
genes4epilepsy,CDC42BPB,HGNC:1738,,DEE,"{""inheritance"": ""AD"", ""omim"": ""614062""}",HGNC:1738,id
genes4epilepsy,CDK13,HGNC:1733,,DEE,"{""inheritance"": ""AD"", ""omim"": ""603309""}",HGNC:1733,id
genes4epilepsy,CDK19,HGNC:19338,,DEE,"{""inheritance"": ""AD"", ""omim"": ""614720""}",HGNC:19338,id
genes4epilepsy,CDK5,HGNC:1774,,MCD,"{""inheritance"": ""AR"", ""omim"": ""123831""}",HGNC:1774,id
genes4epilepsy,CDK5RAP2,HGNC:18672,,DEE,"{""inheritance"": ""AR"", ""omim"": ""608201""}",HGNC:18672,id
genes4epilepsy,CDKL2,HGNC:1782,,DEE,"{""inheritance"": ""AD"", ""omim"": ""603442""}",HGNC:1782,id
genes4epilepsy,CDKL5,HGNC:11411,,DEE,"{""inheritance"": ""XL"", ""omim"": ""300203""}",HGNC:11411,id
genes4epilepsy,CELF2,HGNC:2550,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602538""}",HGNC:2550,id
genes4epilepsy,CELF4,HGNC:14015,,DEE,"{""inheritance"": ""AD"", ""omim"": ""612679""}",HGNC:14015,id
genes4epilepsy,CELSR1,HGNC:1850,,"Focal, DEE, MCD","{""inheritance"": ""AD/AR"", ""omim"": ""604523""}",HGNC:1850,id
genes4epilepsy,CENPF,HGNC:1857,,MCD,"{""inheritance"": ""AR"", ""omim"": ""600236""}",HGNC:1857,id
genes4epilepsy,CEP85L,HGNC:21638,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""618865""}",HGNC:21638,id
genes4epilepsy,CERS1,HGNC:14253,,PME,"{""inheritance"": ""AR"", ""omim"": ""606919""}",HGNC:14253,id
genes4epilepsy,CERT1,HGNC:2205,,DEE,"{""inheritance"": ""AD"", ""omim"": ""604677""}",HGNC:2205,id
genes4epilepsy,CHD1,HGNC:1915,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602118""}",HGNC:1915,id
genes4epilepsy,CHD2,HGNC:1917,,"GGE, DEE, PME","{""inheritance"": ""AD"", ""omim"": ""602119""}",HGNC:1917,id
genes4epilepsy,CHD3,HGNC:1918,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602120""}",HGNC:1918,id
genes4epilepsy,CHD4,HGNC:1919,,"GGE, DEE","{""inheritance"": ""AD"", ""omim"": ""603277""}",HGNC:1919,id
genes4epilepsy,CHD5,HGNC:16816,,"DEE, MCD","{""inheritance"": ""AD"", ""omim"": ""610771""}",HGNC:16816,id
genes4epilepsy,CHKA,HGNC:1937,,DEE,"{""inheritance"": ""AR"", ""omim"": ""118491""}",HGNC:1937,id
genes4epilepsy,CHRNA2,HGNC:1956,,Focal,"{""inheritance"": ""AD"", ""omim"": ""118502""}",HGNC:1956,id
genes4epilepsy,CHRNA4,HGNC:1958,,Focal,"{""inheritance"": ""AD"", ""omim"": ""118504""}",HGNC:1958,id
genes4epilepsy,CHRNB2,HGNC:1962,,Focal,"{""inheritance"": ""AD"", ""omim"": ""118507""}",HGNC:1962,id
genes4epilepsy,CIC,HGNC:14214,,DEE,"{""inheritance"": ""AD"", ""omim"": ""612082""}",HGNC:14214,id
genes4epilepsy,CLCN3,HGNC:2021,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""600580""}",HGNC:2021,id
genes4epilepsy,CLCN4,HGNC:2022,,DEE,"{""inheritance"": ""XL"", ""omim"": ""302910""}",HGNC:2022,id
genes4epilepsy,CLCN6,HGNC:2024,,"DEE, PME","{""inheritance"": ""AD"", ""omim"": ""602726""}",HGNC:2024,id
genes4epilepsy,CLDN5,HGNC:2047,,DEE,"{""inheritance"": ""AD"", ""omim"": ""602101""}",HGNC:2047,id
genes4epilepsy,CLN3,HGNC:2074,,PME,"{""inheritance"": ""AR"", ""omim"": ""607042""}",HGNC:2074,id
genes4epilepsy,CLN5,HGNC:2076,,PME,"{""inheritance"": ""AR"", ""omim"": ""608102""}",HGNC:2076,id
genes4epilepsy,CLN6,HGNC:2077,,PME,"{""inheritance"": ""AR"", ""omim"": ""606725""}",HGNC:2077,id
genes4epilepsy,CLN8,HGNC:2079,,PME,"{""inheritance"": ""AR"", ""omim"": ""607837""}",HGNC:2079,id
genes4epilepsy,CLPB,HGNC:30664,,DEE,"{""inheritance"": ""AR"", ""omim"": ""616254""}",HGNC:30664,id
genes4epilepsy,CLTC,HGNC:2092,,DEE,"{""inheritance"": ""AD"", ""omim"": ""118955""}",HGNC:2092,id
genes4epilepsy,CNKSR2,HGNC:19701,,"Focal, DEE","{""inheritance"": ""XL"", ""omim"": ""300724""}",HGNC:19701,id
genes4epilepsy,CNNM2,HGNC:103,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""607803""}",HGNC:103,id
genes4epilepsy,CNOT3,HGNC:7879,,DEE,"{""inheritance"": ""AD"", ""omim"": ""604910""}",HGNC:7879,id
genes4epilepsy,CNOT9,HGNC:10445,,DEE,"{""inheritance"": ""AD"", ""omim"": ""612054""}",HGNC:10445,id
genes4epilepsy,CNPY3,HGNC:11968,,DEE,"{""inheritance"": ""AR"", ""omim"": ""610774""}",HGNC:11968,id
genes4epilepsy,CNTNAP1,HGNC:8011,,DEE,"{""inheritance"": ""AR"", ""omim"": ""602346""}",HGNC:8011,id
genes4epilepsy,CNTNAP2,HGNC:13830,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""604569""}",HGNC:13830,id
genes4epilepsy,COG4,HGNC:18620,,DEE,"{""inheritance"": ""AD/AR"", ""omim"": ""606976""}",HGNC:18620,id
genes4epilepsy,COG6,HGNC:18621,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606977""}",HGNC:18621,id
genes4epilepsy,COG7,HGNC:18622,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606978""}",HGNC:18622,id
genes4epilepsy,COG8,HGNC:18623,,DEE,"{""inheritance"": ""AR"", ""omim"": ""606979""}",HGNC:18623,id
genes4epilepsy,COL18A1,HGNC:2195,,"DEE, MCD","{""inheritance"": ""AR"", ""omim"": ""120328""}",HGNC:2195,id
genes4epilepsy,COL3A1,HGNC:2201,,MCD,"{""inheritance"": ""AR"", ""omim"": ""120180""}",HGNC:2201,id
genes4epilepsy,COL4A1,HGNC:2202,,MCD,"{""inheritance"": ""AD"", ""omim"": ""120130""}",HGNC:2202,id
genes4epilepsy,COL4A2,HGNC:2203,,MCD,"{""inheritance"": ""AD"", ""omim"": ""120090""}",HGNC:2203,id
